word,type_word,level,uk_mp3,uk_ogg,us_mp3,us_ogg
singing,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sin/singi/singing__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sin/singi/singing__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sin/singi/singing__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sin/singi/singing__us_1.ogg
single,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sin/singl/single__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sin/singl/single__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sin/singl/single__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sin/singl/single__us_1.ogg
single,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sin/singl/single__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sin/singl/single__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sin/singl/single__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sin/singl/single__us_1.ogg
sink,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sin/sink_/sink__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sin/sink_/sink__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sin/sink_/sink__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sin/sink_/sink__us_1.ogg
sir,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sir/sir__/sir__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sir/sir__/sir__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sir/sir__/sir__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sir/sir__/sir__us_1.ogg
sister,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sis/siste/sister__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sis/siste/sister__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sis/siste/sister__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sis/siste/sister__us_1.ogg
sit,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sit/sit__/sit__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sit/sit__/sit__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sit/sit__/sit__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sit/sit__/sit__us_1.ogg
site,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cit/cite_/cite__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/cit/cite_/cite__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sit/site_/site__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sit/site_/site__us_1.ogg
situated,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sit/situa/situated__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sit/situa/situated__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sit/situa/situated__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sit/situa/situated__us_1.ogg
situation,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sit/situa/situation__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sit/situa/situation__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sit/situa/situation__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sit/situa/situation__us_1.ogg
six,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/six/six__/six__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/six/six__/six__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/six/six__/six__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/six/six__/six__us_1.ogg
sixteen,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/six/sixte/sixteen__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/six/sixte/sixteen__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/six/sixte/sixteen__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/six/sixte/sixteen__us_1.ogg
sixty,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/six/sixty/sixty__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/six/sixty/sixty__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/six/sixty/sixty__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/six/sixty/sixty__us_1.ogg
size,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/siz/size_/size__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/siz/size_/size__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/siz/size_/size__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/siz/size_/size__us_1.ogg
sketch,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ske/sketc/sketch__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ske/sketc/sketch__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ske/sketc/sketch__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ske/sketc/sketch__us_1.ogg
ski,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/ski__/ski__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/ski__/ski__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/ski__/ski__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/ski__/ski__us_1.ogg
ski,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/ski__/ski__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/ski__/ski__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/ski__/ski__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/ski__/ski__us_1.ogg
ski,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/ski__/ski__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/ski__/ski__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/ski__/ski__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/ski__/ski__us_1.ogg
skiing,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/skiin/skiing__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/skiin/skiing__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/skiin/skiing__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/skiin/skiing__us_1.ogg
skill,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/skill/skill__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/skill/skill__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/skill/skill__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/skill/skill__us_1.ogg
skilled,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/skill/skilled__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/skill/skilled__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/skill/skilled__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/skill/skilled__us_1.ogg
skin,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/skin_/skin__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/skin_/skin__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/skin_/skin__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/skin_/skin__us_1.ogg
skip,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/skip_/skip__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/skip_/skip__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/skip_/skip__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/skip_/skip__us_1.ogg
skirt,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/ski/skirt/skirt__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/ski/skirt/skirt__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/ski/skirt/skirt__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/skirt/skirt__us_1.ogg
skull,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sku/skull/skull__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sku/skull/skull__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sku/skull/skull__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sku/skull/skull__us_1.ogg
sky,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sky/sky__/sky__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sky/sky__/sky__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sky/sky__/sky__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sky/sky__/sky__us_1.ogg
slam,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sla/slam_/slam__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sla/slam_/slam__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sla/slam_/slam__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slam_/slam__us_1.ogg
slap,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sla/slap_/slap__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sla/slap_/slap__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sla/slap_/slap__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slap_/slap__us_1.ogg
slash,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sla/slash/slash__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sla/slash/slash__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sla/slash/slash__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slash/slash__us_1.ogg
slave,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sla/slave/slave__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sla/slave/slave__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sla/slave/slave__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slave/slave__us_1.ogg
slavery,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sla/slave/slavery__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sla/slave/slavery__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sla/slave/slavery__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slave/slavery__us_1.ogg
sleep,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sle/sleep/sleep__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sle/sleep/sleep__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sle/sleep/sleep__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sle/sleep/sleep__us_1.ogg
sleep,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sle/sleep/sleep__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sle/sleep/sleep__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sle/sleep/sleep__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sle/sleep/sleep__us_1.ogg
slice,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sli/slice/slice__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sli/slice/slice__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sli/slice/slice__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/slice/slice__us_1.ogg
slice,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sli/slice/slice__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sli/slice/slice__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sli/slice/slice__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/slice/slice__us_1.ogg
slide,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sli/slide/slide__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sli/slide/slide__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sli/slide/slide__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/slide/slide__us_1.ogg
slide,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sli/slide/slide__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sli/slide/slide__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sli/slide/slide__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/slide/slide__us_1.ogg
slight,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sli/sligh/slight__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sli/sligh/slight__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sli/sligh/slight__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/sligh/slight__us_1.ogg
slightly,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sli/sligh/slightly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sli/sligh/slightly__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sli/sligh/slightly__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/sligh/slightly__us_1.ogg
slip,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sli/slip_/slip__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sli/slip_/slip__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sli/slip_/slip__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/slip_/slip__us_1.ogg
slogan,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/slo/sloga/slogan__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/slo/sloga/slogan__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/slo/sloga/slogan__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/sloga/slogan__us_1.ogg
slope,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/slo/slope/slope__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/slo/slope/slope__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/slo/slope/slope__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slope/slope__us_1.ogg
slope,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/slo/slope/slope__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/slo/slope/slope__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/slo/slope/slope__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slope/slope__us_1.ogg
slot,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/slo/slot_/slot__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/slo/slot_/slot__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/slo/slot_/slot__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slot_/slot__us_1.ogg
slow,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/slo/slow_/slow__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/slo/slow_/slow__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/slo/slow_/slow__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slow_/slow__us_1.ogg
slow,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/slo/slow_/slow__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/slo/slow_/slow__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/slo/slow_/slow__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slow_/slow__us_1.ogg
slowly,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/slo/slowl/slowly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/slo/slowl/slowly__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/slo/slowl/slowly__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slowl/slowly__us_1.ogg
small,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sma/small/small__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sma/small/small__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sma/small/small__us_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sma/small/small__us_4.ogg
smart,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sma/smart/smart__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sma/smart/smart__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sma/smart/smart__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sma/smart/smart__us_1.ogg
smartphone,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sma/smart/smartphone__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sma/smart/smartphone__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sma/smart/smartphone__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sma/smart/smartphone__us_1.ogg
smash,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sma/smash/smash__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sma/smash/smash__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sma/smash/smash__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sma/smash/smash__us_1.ogg
smell,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sme/smell/smell__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sme/smell/smell__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sme/smell/smell__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sme/smell/smell__us_1.ogg
smell,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sme/smell/smell__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sme/smell/smell__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sme/smell/smell__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sme/smell/smell__us_1.ogg
smile,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/smi/smile/smile__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/smi/smile/smile__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/smi/smile/smile__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smi/smile/smile__us_1.ogg
smile,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/smi/smile/smile__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/smi/smile/smile__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/smi/smile/smile__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smi/smile/smile__us_1.ogg
smoke,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/smo/smoke/smoke__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/smo/smoke/smoke__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/smo/smoke/smoke__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smo/smoke/smoke__us_1.ogg
smoke,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/smo/smoke/smoke__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/smo/smoke/smoke__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/smo/smoke/smoke__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smo/smoke/smoke__us_1.ogg
smoking,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/smo/smoki/smoking__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/smo/smoki/smoking__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/smo/smoki/smoking__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smo/smoki/smoking__us_3.ogg
smooth,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/smo/smoot/smooth__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/smo/smoot/smooth__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/smo/smoot/smooth__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smo/smoot/smooth__us_1.ogg
snake,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sna/snake/snake__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sna/snake/snake__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sna/snake/snake__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sna/snake/snake__us_1.ogg
snap,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sna/snap_/snap__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sna/snap_/snap__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sna/snap_/snap__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sna/snap_/snap__us_1.ogg
snow,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sno/snow_/snow__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sno/snow_/snow__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sno/snow_/snow__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sno/snow_/snow__us_1.ogg
snow,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sno/snow_/snow__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sno/snow_/snow__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sno/snow_/snow__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sno/snow_/snow__us_1.ogg
so,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/so_/so__g/so__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/so_/so__g/so__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/so_/so__u/so__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/so_/so__u/so__us_1.ogg
